label;comp_type;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;igva;igva_set;igva_var;char_map_eta_s;char_map_eta_s_set;char_map_eta_s_param;char_map_eta_s_group;char_map_pr;char_map_pr_set;char_map_pr_param;char_map_pr_group
air compressor;Compressor;['work netto'];[None];[136697515.81587234];['0x000001F38900D850'];['bus'];[];[];nan;False;False;136697515.81587234;False;False;0.8499999999999999;True;False;0x000001F389023AC0;False;m;18.0;True;False;0;False;False;0x000001F389023820;False;nan;default;0x000001F389023400;False;nan;default
